,ID,ProbNF,ProbF,y,yhat
2715,1305,0.45,0.55,0,1
2716,13050,1.0,0.0,0,0
2717,13051,0.71,0.29,0,0
2718,13052,1.0,0.0,0,0
2719,13053,0.87,0.13,0,0
2720,13054,0.59,0.41,0,0
2721,13055,0.98,0.02,0,0
2722,13056,0.9,0.1,0,0
2723,13058,0.05,0.95,0,1
2724,13059,0.39,0.61,0,1
2725,1306,0.15,0.85,0,1
2726,13060,1.0,0.0,0,0
2727,13061,0.98,0.02,0,0
2728,13062,0.15,0.85,0,1
2729,13065,0.94,0.06,0,0
2730,13066,0.98,0.02,0,0
2731,13067,1.0,0.0,0,0
2732,13068,0.73,0.27,0,0
2733,13069,0.87,0.13,0,0
2734,1307,0.62,0.38,0,0
2735,13071,0.95,0.05,0,0
2736,13072,0.67,0.33,0,0
2737,13073,0.58,0.42,0,0
2738,13074,0.95,0.05,0,0
2739,13076,0.93,0.07,0,0
2740,13078,0.91,0.09,0,0
2741,1308,0.33,0.67,0,1
2742,13080,0.53,0.47,0,0
2743,13081,0.47,0.53,0,1
2744,13082,0.91,0.09,0,0
2745,13083,0.99,0.01,0,0
2746,13085,0.96,0.04,0,0
2747,13086,0.99,0.01,0,0
2748,13087,0.99,0.01,0,0
2749,13088,0.98,0.02,0,0
2750,13089,1.0,0.0,0,0
2751,1309,0.93,0.07,0,0
2752,13090,0.78,0.22,0,0
2753,13093,1.0,0.0,0,0
2754,13095,0.98,0.02,0,0
2755,13096,0.75,0.25,0,0
2756,13097,1.0,0.0,0,0
2757,13098,0.73,0.27,0,0
2758,13099,0.22,0.78,0,1
2759,131,0.97,0.03,0,0
2760,1310,0.31,0.69,0,1
2761,13101,0.96,0.04,0,0
2762,13105,1.0,0.0,0,0
2763,13106,1.0,0.0,0,0
2764,13107,0.92,0.08,0,0
2765,13108,1.0,0.0,0,0
2766,13109,0.94,0.06,0,0
2767,1311,0.79,0.21,0,0
2768,13110,0.86,0.14,0,0
2769,13111,1.0,0.0,0,0
2770,13112,0.87,0.13,0,0
2771,13113,1.0,0.0,0,0
2772,13114,1.0,0.0,0,0
2773,13116,0.6,0.4,0,0
2774,13117,0.96,0.04,0,0
2775,13118,0.86,0.14,0,0
2776,13119,0.68,0.32,0,0
2777,1312,0.98,0.02,0,0
2778,13120,0.99,0.01,0,0
2779,13121,0.91,0.09,0,0
2780,13122,1.0,0.0,0,0
2781,13124,0.9,0.1,0,0
2782,13126,1.0,0.0,0,0
2783,13128,0.96,0.04,0,0
2784,13129,0.89,0.11,0,0
2785,1313,0.98,0.02,0,0
2786,13131,0.99,0.01,0,0
2787,13132,0.83,0.17,0,0
2788,13133,0.98,0.02,0,0
2789,13134,0.93,0.07,0,0
2790,13135,0.67,0.33,0,0
2791,13136,1.0,0.0,0,0
2792,13137,0.96,0.04,0,0
2793,13138,1.0,0.0,0,0
2794,13139,1.0,0.0,0,0
2795,1314,0.99,0.01,0,0
2796,13141,0.95,0.05,0,0
2797,13142,0.99,0.01,0,0
2798,13143,0.76,0.24,0,0
2799,13144,0.74,0.26,0,0
2800,13145,1.0,0.0,0,0
2801,13146,0.96,0.04,0,0
2802,13148,0.96,0.04,0,0
2803,1315,0.37,0.63,0,1
2804,13150,0.56,0.44,0,0
2805,13151,1.0,0.0,0,0
2806,13153,0.9,0.1,0,0
2807,13154,0.57,0.43,0,0
2808,13155,0.7,0.3,0,0
2809,13156,1.0,0.0,0,0
2810,13157,1.0,0.0,0,0
2811,13159,1.0,0.0,0,0
2812,1316,0.99,0.01,0,0
2813,13160,0.89,0.11,0,0
2814,13162,0.97,0.03,0,0
2815,13163,1.0,0.0,0,0
2816,13164,0.52,0.48,0,0
2817,13165,0.98,0.02,0,0
2818,13166,0.95,0.05,0,0
2819,13168,1.0,0.0,0,0
2820,13169,0.99,0.01,0,0
2821,1317,0.98,0.02,0,0
2822,13170,0.99,0.01,0,0
2823,13171,0.26,0.74,0,1
2824,13172,0.91,0.09,0,0
2825,13174,1.0,0.0,0,0
2826,13175,0.86,0.14,0,0
2827,13179,1.0,0.0,0,0
2828,1318,0.81,0.19,0,0
2829,13180,1.0,0.0,0,0
2830,13181,1.0,0.0,0,0
2831,13182,0.72,0.28,0,0
2832,13183,0.56,0.44,0,0
2833,13184,1.0,0.0,0,0
2834,13185,0.62,0.38,0,0
2835,13186,0.58,0.42,0,0
2836,13187,0.99,0.01,0,0
2837,13188,0.92,0.08,0,0
2838,13190,0.93,0.07,0,0
2839,13191,0.91,0.09,0,0
2840,13192,0.48,0.52,0,1
2841,13193,0.99,0.01,0,0
2842,13195,0.96,0.04,0,0
2843,13196,0.75,0.25,0,0
2844,13197,1.0,0.0,0,0
2845,13199,0.97,0.03,0,0
2846,1320,1.0,0.0,0,0
2847,13200,0.77,0.23,0,0
2848,13201,0.97,0.03,0,0
2849,13202,0.75,0.25,0,0
2850,13203,0.97,0.03,0,0
2851,13204,0.58,0.42,0,0
2852,13205,1.0,0.0,0,0
2853,13206,0.9,0.1,0,0
2854,13208,0.99,0.01,0,0
2855,13209,0.92,0.08,0,0
2856,1321,0.99,0.01,0,0
2857,13211,1.0,0.0,0,0
2858,13212,1.0,0.0,0,0
2859,13213,0.98,0.02,0,0
2860,13214,0.98,0.02,0,0
2861,13215,1.0,0.0,0,0
2862,13216,1.0,0.0,0,0
2863,13217,0.9,0.1,0,0
2864,13218,0.82,0.18,0,0
2865,13219,0.32,0.68,0,1
2866,1322,1.0,0.0,0,0
2867,13220,1.0,0.0,0,0
2868,13221,0.97,0.03,0,0
2869,13222,0.91,0.09,0,0
2870,13223,1.0,0.0,0,0
2871,13224,0.96,0.04,0,0
2872,13225,0.99,0.01,0,0
2873,13227,0.48,0.52,0,1
2874,13228,0.62,0.38,0,0
2875,13229,0.94,0.06,0,0
2876,1323,1.0,0.0,0,0
2877,13230,0.32,0.68,0,1
2878,13231,0.86,0.14,0,0
2879,13232,0.54,0.46,0,0
2880,13233,0.95,0.05,0,0
2881,13234,0.97,0.03,0,0
2882,13236,0.6,0.4,0,0
2883,13237,0.93,0.07,0,0
2884,13238,0.98,0.02,0,0
2885,13239,0.91,0.09,0,0
2886,1324,0.89,0.11,0,0
2887,13240,1.0,0.0,0,0
2888,13241,0.97,0.03,0,0
2889,13242,1.0,0.0,0,0
2890,13243,1.0,0.0,0,0
2891,13244,1.0,0.0,0,0
2892,13245,0.99,0.01,0,0
2893,13246,0.95,0.05,0,0
2894,13247,0.9,0.1,0,0
2895,13249,0.85,0.15,0,0
2896,1325,0.9,0.1,0,0
2897,13250,1.0,0.0,0,0
2898,13251,0.45,0.55,0,1
2899,13252,0.74,0.26,0,0
2900,13253,0.64,0.36,0,0
2901,13254,0.47,0.53,0,1
2902,13255,0.83,0.17,0,0
2903,13256,0.99,0.01,0,0
2904,13257,0.95,0.05,0,0
2905,13261,0.31,0.69,0,1
2906,13262,0.72,0.28,0,0
2907,13263,0.88,0.12,0,0
2908,13264,1.0,0.0,0,0
2909,13265,0.91,0.09,0,0
2910,13266,1.0,0.0,0,0
2911,13267,0.92,0.08,0,0
2912,13268,0.45,0.55,0,1
2913,13269,0.08,0.92,0,1
2914,13270,1.0,0.0,0,0
2915,13271,0.98,0.02,0,0
2916,13272,0.99,0.01,0,0
2917,13273,0.99,0.01,0,0
2918,13274,0.6,0.4,0,0
2919,13276,0.91,0.09,0,0
2920,13277,1.0,0.0,0,0
2921,13278,0.75,0.25,0,0
2922,13279,0.9,0.1,0,0
2923,1328,0.94,0.06,0,0
2924,13280,1.0,0.0,0,0
2925,13281,0.9,0.1,0,0
2926,13282,0.58,0.42,0,0
2927,13283,1.0,0.0,0,0
2928,13284,1.0,0.0,0,0
2929,13287,0.95,0.05,0,0
2930,13288,1.0,0.0,0,0
2931,13289,1.0,0.0,0,0
2932,13291,0.43,0.57,0,1
2933,13293,0.98,0.02,0,0
2934,13294,0.48,0.52,0,1
2935,13295,1.0,0.0,0,0
2936,13297,0.99,0.01,0,0
2937,13298,0.96,0.04,0,0
2938,13299,0.96,0.04,0,0
2939,133,0.5,0.5,0,0
2940,1330,0.5,0.5,0,0
2941,13302,1.0,0.0,0,0
2942,13304,0.99,0.01,0,0
2943,13305,0.96,0.04,0,0
2944,13306,1.0,0.0,0,0
2945,13307,0.99,0.01,0,0
2946,13308,0.86,0.14,0,0
2947,13309,0.98,0.02,0,0
2948,13310,0.91,0.09,0,0
2949,13311,0.99,0.01,0,0
2950,13312,1.0,0.0,0,0
2951,13313,0.99,0.01,0,0
2952,13315,0.68,0.32,0,0
2953,13316,0.94,0.06,0,0
2954,13317,0.98,0.02,0,0
2955,13319,0.72,0.28,0,0
2956,1332,0.94,0.06,0,0
2957,13320,0.42,0.58,0,1
2958,13321,0.94,0.06,0,0
2959,13322,0.99,0.01,0,0
2960,13323,0.73,0.27,0,0
2961,13324,0.47,0.53,0,1
2962,13325,0.99,0.01,0,0
2963,13327,0.99,0.01,0,0
2964,13328,0.21,0.79,0,1
2965,1333,1.0,0.0,0,0
2966,13331,0.94,0.06,0,0
2967,13332,0.99,0.01,0,0
2968,13334,0.95,0.05,0,0
2969,13335,0.99,0.01,0,0
2970,13338,1.0,0.0,0,0
2971,1334,0.99,0.01,0,0
2972,13341,0.88,0.12,0,0
2973,13342,1.0,0.0,0,0
2974,13344,1.0,0.0,0,0
2975,13345,0.18,0.82,0,1
2976,13346,1.0,0.0,0,0
2977,13347,0.86,0.14,0,0
2978,13348,0.9,0.1,0,0
2979,13349,0.99,0.01,0,0
2980,1335,1.0,0.0,0,0
2981,13350,0.99,0.01,0,0
2982,13351,1.0,0.0,0,0
2983,13352,0.89,0.11,0,0
2984,13353,0.9,0.1,0,0
2985,13354,0.99,0.01,0,0
2986,13355,0.17,0.83,0,1
2987,13356,0.99,0.01,0,0
2988,13358,0.36,0.64,0,1
2989,13359,0.44,0.56,0,1
2990,1336,1.0,0.0,0,0
2991,13360,0.97,0.03,0,0
2992,13361,1.0,0.0,0,0
2993,13362,0.88,0.12,0,0
2994,13363,0.98,0.02,0,0
2995,13364,0.2,0.8,0,1
2996,13365,1.0,0.0,0,0
2997,13367,0.9,0.1,0,0
2998,13368,0.96,0.04,0,0
2999,13369,1.0,0.0,0,0
3000,1337,0.97,0.03,0,0
3001,13372,0.98,0.02,0,0
3002,13373,1.0,0.0,0,0
3003,13374,1.0,0.0,0,0
3004,13375,0.85,0.15,0,0
3005,13376,0.44,0.56,0,1
3006,13377,1.0,0.0,0,0
3007,13378,1.0,0.0,0,0
3008,13379,1.0,0.0,0,0
3009,13380,1.0,0.0,0,0
3010,13381,1.0,0.0,0,0
3011,13382,0.99,0.01,0,0
3012,13383,0.99,0.01,0,0
3013,13384,0.99,0.01,0,0
3014,13385,0.88,0.12,0,0
3015,13386,0.89,0.11,0,0
3016,13387,0.98,0.02,0,0
3017,13388,0.94,0.06,0,0
3018,13389,0.95,0.05,0,0
3019,1339,1.0,0.0,0,0
3020,13391,0.71,0.29,0,0
3021,13392,0.53,0.47,0,0
3022,13394,0.99,0.01,0,0
3023,13395,0.98,0.02,0,0
3024,13396,0.94,0.06,0,0
3025,13398,0.88,0.12,0,0
3026,134,0.86,0.14,0,0
3027,1340,0.94,0.06,0,0
3028,13400,0.98,0.02,0,0
3029,13401,1.0,0.0,0,0
3030,13403,1.0,0.0,0,0
3031,13404,0.22,0.78,0,1
3032,13405,0.91,0.09,0,0
3033,13406,0.92,0.08,0,0
3034,13407,0.98,0.02,0,0
3035,13408,1.0,0.0,0,0
3036,1341,1.0,0.0,0,0
3037,13410,1.0,0.0,0,0
3038,13412,0.82,0.18,0,0
3039,13413,1.0,0.0,0,0
3040,13414,1.0,0.0,0,0
3041,13415,0.93,0.07,0,0
3042,13417,0.99,0.01,0,0
3043,13419,0.81,0.19,0,0
3044,1342,0.99,0.01,0,0
3045,13420,0.91,0.09,0,0
3046,13421,0.98,0.02,0,0
3047,13422,0.66,0.34,0,0
3048,13423,0.89,0.11,0,0
3049,13424,1.0,0.0,0,0
3050,13425,1.0,0.0,0,0
3051,13426,0.99,0.01,0,0
3052,13427,0.84,0.16,0,0
3053,13428,0.9,0.1,0,0
3054,13429,1.0,0.0,0,0
3055,1343,1.0,0.0,0,0
3056,13430,0.85,0.15,0,0
3057,13431,1.0,0.0,0,0
3058,13432,0.54,0.46,0,0
3059,13433,0.95,0.05,0,0
3060,13434,0.99,0.01,0,0
3061,13436,0.92,0.08,0,0
3062,13437,0.97,0.03,0,0
3063,13438,0.99,0.01,0,0
3064,13439,0.88,0.12,0,0
3065,1344,0.81,0.19,0,0
3066,13440,0.99,0.01,0,0
3067,13441,0.7,0.3,0,0
3068,13442,1.0,0.0,0,0
3069,13443,0.95,0.05,0,0
3070,13444,0.97,0.03,0,0
3071,13445,1.0,0.0,0,0
3072,13446,0.91,0.09,0,0
3073,13447,0.97,0.03,0,0
3074,13449,0.92,0.08,0,0
3075,1345,0.93,0.07,0,0
3076,13450,1.0,0.0,0,0
3077,13451,0.94,0.06,0,0
3078,13452,0.99,0.01,0,0
3079,13453,0.97,0.03,0,0
3080,13454,0.03,0.97,0,1
3081,13455,0.93,0.07,0,0
3082,13456,0.5,0.5,0,0
3083,13457,0.92,0.08,0,0
3084,13459,1.0,0.0,0,0
3085,1346,1.0,0.0,0,0
3086,13460,0.91,0.09,0,0
3087,13462,0.91,0.09,0,0
3088,13463,0.98,0.02,0,0
3089,13464,0.52,0.48,0,0
3090,13465,0.86,0.14,0,0
3091,13468,0.99,0.01,0,0
3092,13469,0.65,0.35,0,0
3093,1347,0.98,0.02,0,0
3094,13470,0.94,0.06,0,0
3095,13471,1.0,0.0,0,0
3096,13472,1.0,0.0,0,0
3097,13474,0.97,0.03,0,0
3098,13475,0.94,0.06,0,0
3099,13476,0.84,0.16,0,0
3100,13477,0.74,0.26,0,0
3101,13478,0.36,0.64,0,1
3102,13479,1.0,0.0,0,0
3103,1348,0.98,0.02,0,0
3104,13480,0.76,0.24,0,0
3105,13481,1.0,0.0,0,0
3106,13482,1.0,0.0,0,0
3107,13484,0.0,1.0,0,1
3108,13485,0.9,0.1,0,0
3109,13486,0.76,0.24,0,0
3110,13487,0.97,0.03,0,0
3111,13488,0.93,0.07,0,0
3112,13489,0.83,0.17,0,0
3113,1349,0.98,0.02,0,0
3114,13490,1.0,0.0,0,0
3115,13491,0.83,0.17,0,0
3116,13492,0.97,0.03,0,0
3117,13493,1.0,0.0,0,0
3118,13494,0.97,0.03,0,0
3119,13495,0.56,0.44,0,0
3120,13496,0.01,0.99,0,1
3121,13497,0.99,0.01,0,0
3122,13498,1.0,0.0,0,0
3123,135,0.81,0.19,0,0
3124,1350,0.96,0.04,0,0
3125,13501,0.97,0.03,0,0
3126,13503,0.98,0.02,0,0
3127,13504,0.7,0.3,0,0
3128,13505,0.94,0.06,0,0
3129,13506,0.9,0.1,0,0
3130,13507,0.96,0.04,0,0
3131,13508,1.0,0.0,0,0
3132,13509,0.84,0.16,0,0
3133,1351,0.78,0.22,0,0
3134,13510,1.0,0.0,0,0
3135,13512,1.0,0.0,0,0
3136,13513,1.0,0.0,0,0
3137,13514,1.0,0.0,0,0
3138,13516,1.0,0.0,0,0
3139,13518,0.99,0.01,0,0
3140,13519,0.86,0.14,0,0
3141,1352,0.93,0.07,0,0
3142,13520,0.91,0.09,0,0
3143,13521,0.86,0.14,0,0
3144,13522,0.23,0.77,0,1
3145,13523,0.82,0.18,0,0
3146,13524,1.0,0.0,0,0
3147,13525,0.57,0.43,0,0
3148,13526,1.0,0.0,0,0
3149,13528,0.96,0.04,0,0
3150,13529,0.95,0.05,0,0
3151,1353,0.57,0.43,0,0
3152,13530,0.95,0.05,0,0
3153,13531,1.0,0.0,0,0
3154,13532,0.87,0.13,0,0
3155,13533,0.94,0.06,0,0
3156,13534,0.99,0.01,0,0
3157,13535,0.65,0.35,0,0
3158,13536,0.52,0.48,0,0
3159,13538,0.99,0.01,0,0
3160,13539,0.88,0.12,0,0
3161,1354,0.97,0.03,0,0
3162,13541,1.0,0.0,0,0
3163,13542,0.87,0.13,0,0
3164,13543,0.96,0.04,0,0
3165,13544,0.99,0.01,0,0
3166,13545,0.99,0.01,0,0
3167,13546,0.98,0.02,0,0
3168,13547,0.97,0.03,0,0
3169,13548,1.0,0.0,0,0
3170,13549,0.98,0.02,0,0
3171,1355,1.0,0.0,0,0
3172,13550,0.96,0.04,0,0
3173,13551,0.71,0.29,0,0
3174,13552,0.81,0.19,0,0
3175,13553,0.34,0.66,0,1
3176,13555,1.0,0.0,0,0
3177,13556,0.42,0.58,0,1
3178,13557,1.0,0.0,0,0
3179,13559,0.95,0.05,0,0
3180,1356,1.0,0.0,0,0
3181,13560,0.77,0.23,0,0
3182,13561,0.93,0.07,0,0
3183,13563,1.0,0.0,0,0
3184,13564,1.0,0.0,0,0
3185,13566,0.98,0.02,0,0
3186,13567,0.73,0.27,0,0
3187,13569,0.72,0.28,0,0
3188,1357,0.83,0.17,0,0
3189,13570,0.89,0.11,0,0
3190,13572,0.96,0.04,0,0
3191,13573,0.95,0.05,0,0
3192,13574,0.86,0.14,0,0
3193,13575,1.0,0.0,0,0
3194,13576,1.0,0.0,0,0
3195,13577,0.71,0.29,0,0
3196,13579,0.94,0.06,0,0
3197,1358,0.94,0.06,0,0
3198,13582,1.0,0.0,0,0
3199,13583,0.95,0.05,0,0
3200,13585,0.97,0.03,0,0
3201,13586,0.94,0.06,0,0
3202,13588,0.97,0.03,0,0
3203,13589,1.0,0.0,0,0
3204,1359,0.64,0.36,0,0
3205,13591,0.48,0.52,0,1
3206,13592,0.43,0.57,0,1
3207,13593,0.99,0.01,0,0
3208,13595,0.98,0.02,0,0
3209,13596,0.99,0.01,0,0
3210,13597,0.98,0.02,0,0
3211,13598,0.85,0.15,0,0
3212,13599,0.59,0.41,0,0
3213,136,0.2,0.8,0,1
3214,1360,0.99,0.01,0,0
3215,13600,0.17,0.83,0,1
3216,13601,0.7,0.3,0,0
3217,13605,0.92,0.08,0,0
3218,13606,0.98,0.02,0,0
3219,13607,0.99,0.01,0,0
3220,13608,0.69,0.31,0,0
3221,13609,0.96,0.04,0,0
3222,13610,0.7,0.3,0,0
3223,13611,0.46,0.54,0,1
3224,13612,0.64,0.36,0,0
3225,13613,0.98,0.02,0,0
3226,13614,0.87,0.13,0,0
3227,13615,0.99,0.01,0,0
3228,13616,1.0,0.0,0,0
3229,13617,0.91,0.09,0,0
3230,13618,0.97,0.03,0,0
3231,13619,1.0,0.0,0,0
3232,1362,1.0,0.0,0,0
3233,13622,0.87,0.13,0,0
3234,13623,0.89,0.11,0,0
3235,13624,0.96,0.04,0,0
3236,13625,0.99,0.01,0,0
3237,13626,0.93,0.07,0,0
3238,13627,1.0,0.0,0,0
3239,1363,0.44,0.56,0,1
3240,13630,0.89,0.11,0,0
3241,13631,1.0,0.0,0,0
3242,13632,0.89,0.11,0,0
3243,13633,0.87,0.13,0,0
3244,13635,0.98,0.02,0,0
3245,13637,0.42,0.58,0,1
3246,13638,0.99,0.01,0,0
3247,13639,0.98,0.02,0,0
3248,1364,0.52,0.48,0,0
3249,13640,1.0,0.0,0,0
3250,13641,0.9,0.1,0,0
3251,13642,0.99,0.01,0,0
3252,13643,0.76,0.24,0,0
3253,13646,0.93,0.07,0,0
3254,13647,0.92,0.08,0,0
3255,13648,0.48,0.52,0,1
3256,1365,1.0,0.0,0,0
3257,13651,1.0,0.0,0,0
3258,13652,0.81,0.19,0,0
3259,13653,0.79,0.21,0,0
3260,13654,0.95,0.05,0,0
3261,13655,0.55,0.45,0,0
3262,13656,0.1,0.9,0,1
3263,13658,0.83,0.17,0,0
3264,13659,0.83,0.17,0,0
3265,1366,0.79,0.21,0,0
3266,13660,0.96,0.04,0,0
3267,13661,0.58,0.42,0,0
3268,13664,0.96,0.04,0,0
3269,13665,1.0,0.0,0,0
3270,13666,0.97,0.03,0,0
3271,13667,0.99,0.01,0,0
3272,13668,0.92,0.08,0,0
3273,13669,0.8,0.2,0,0
3274,13670,1.0,0.0,0,0
3275,13671,0.97,0.03,0,0
3276,13672,0.86,0.14,0,0
3277,13673,0.18,0.82,0,1
3278,13674,0.78,0.22,0,0
3279,13675,0.93,0.07,0,0
3280,13676,0.55,0.45,0,0
3281,13677,0.97,0.03,0,0
3282,13678,0.99,0.01,0,0
3283,1368,0.7,0.3,0,0
3284,13683,0.99,0.01,0,0
3285,13684,0.99,0.01,0,0
3286,13685,0.92,0.08,0,0
3287,13687,0.8,0.2,0,0
3288,13688,0.95,0.05,0,0
3289,13690,0.99,0.01,0,0
3290,13691,0.85,0.15,0,0
3291,13692,0.91,0.09,0,0
3292,13694,0.98,0.02,0,0
3293,13695,0.99,0.01,0,0
3294,13698,0.51,0.49,0,0
3295,1370,0.93,0.07,0,0
3296,13701,1.0,0.0,0,0
3297,13702,0.58,0.42,0,0
3298,13703,1.0,0.0,0,0
3299,13704,0.27,0.73,0,1
3300,13706,0.72,0.28,0,0
3301,13707,0.95,0.05,0,0
3302,13708,0.99,0.01,0,0
3303,13709,0.24,0.76,0,1
3304,13710,0.89,0.11,0,0
3305,13711,0.82,0.18,0,0
3306,13713,1.0,0.0,0,0
3307,13714,1.0,0.0,0,0
3308,13715,1.0,0.0,0,0
3309,13717,0.71,0.29,0,0
3310,13718,0.98,0.02,0,0
3311,13719,0.95,0.05,0,0
3312,1372,1.0,0.0,0,0
3313,13720,1.0,0.0,0,0
3314,13721,0.11,0.89,0,1
3315,13722,1.0,0.0,0,0
3316,13723,1.0,0.0,0,0
3317,13726,1.0,0.0,0,0
3318,13727,0.99,0.01,0,0
3319,13728,0.92,0.08,0,0
3320,13729,1.0,0.0,0,0
3321,1373,0.91,0.09,0,0
3322,13730,0.49,0.51,0,1
3323,13732,0.79,0.21,0,0
3324,13733,0.42,0.58,0,1
3325,13734,0.96,0.04,0,0
3326,13736,1.0,0.0,0,0
3327,13737,0.99,0.01,0,0
3328,13738,0.9,0.1,0,0
3329,1374,0.99,0.01,0,0
3330,13740,1.0,0.0,0,0
3331,13741,0.82,0.18,0,0
3332,13742,1.0,0.0,0,0
3333,13743,0.2,0.8,0,1
3334,13745,0.65,0.35,0,0
3335,13746,0.98,0.02,0,0
3336,13747,0.99,0.01,0,0
3337,13749,0.95,0.05,0,0
3338,1375,1.0,0.0,0,0
3339,13750,0.89,0.11,0,0
3340,13751,0.56,0.44,0,0
3341,13752,0.92,0.08,0,0
3342,13753,0.97,0.03,0,0
3343,13754,1.0,0.0,0,0
3344,13755,1.0,0.0,0,0
3345,13756,1.0,0.0,0,0
3346,13757,0.98,0.02,0,0
3347,13759,0.99,0.01,0,0
3348,1376,0.99,0.01,0,0
3349,13762,0.99,0.01,0,0
3350,13764,0.97,0.03,0,0
3351,13765,0.96,0.04,0,0
3352,13767,0.99,0.01,0,0
3353,13769,0.99,0.01,0,0
3354,1377,0.9,0.1,0,0
3355,13770,1.0,0.0,0,0
3356,13771,0.91,0.09,0,0
3357,13772,0.87,0.13,0,0
3358,13773,0.54,0.46,0,0
3359,13774,1.0,0.0,0,0
3360,13775,0.96,0.04,0,0
3361,13777,1.0,0.0,0,0
3362,13778,0.82,0.18,0,0
3363,13779,0.72,0.28,0,0
3364,1378,1.0,0.0,0,0
3365,13781,0.23,0.77,0,1
3366,13782,0.97,0.03,0,0
3367,13783,1.0,0.0,0,0
3368,13784,0.99,0.01,0,0
3369,13785,0.99,0.01,0,0
3370,13786,0.47,0.53,0,1
3371,13788,1.0,0.0,0,0
3372,1379,0.98,0.02,0,0
3373,13790,0.99,0.01,0,0
3374,13791,0.88,0.12,0,0
3375,13793,0.97,0.03,0,0
3376,13794,1.0,0.0,0,0
3377,13795,0.9,0.1,0,0
3378,13797,1.0,0.0,0,0
3379,13798,0.98,0.02,0,0
3380,13799,0.97,0.03,0,0
3381,138,1.0,0.0,0,0
3382,13800,0.97,0.03,0,0
3383,13801,0.99,0.01,0,0
3384,13802,0.59,0.41,0,0
3385,13803,0.98,0.02,0,0
3386,13804,0.99,0.01,0,0
3387,13805,0.75,0.25,0,0
3388,13806,0.03,0.97,0,1
3389,13807,0.93,0.07,0,0
3390,13809,0.55,0.45,0,0
3391,1381,0.97,0.03,0,0
3392,13810,0.99,0.01,0,0
3393,13811,0.98,0.02,0,0
3394,13812,1.0,0.0,0,0
3395,13813,1.0,0.0,0,0
3396,13814,0.65,0.35,0,0
3397,13815,0.86,0.14,0,0
3398,13816,0.97,0.03,0,0
3399,13817,0.97,0.03,0,0
3400,13818,0.98,0.02,0,0
3401,13819,0.34,0.66,0,1
3402,1382,0.97,0.03,0,0
3403,13820,0.72,0.28,0,0
3404,13821,0.6,0.4,0,0
3405,13823,0.99,0.01,0,0
3406,13824,1.0,0.0,0,0
3407,13825,0.9,0.1,0,0
3408,13826,0.9,0.1,0,0
3409,13828,0.62,0.38,0,0
3410,13829,0.93,0.07,0,0
3411,13831,1.0,0.0,0,0
3412,13832,0.9,0.1,0,0
3413,13833,0.92,0.08,0,0
3414,13834,0.99,0.01,0,0
3415,13835,0.89,0.11,0,0
3416,13836,0.99,0.01,0,0
3417,13837,0.7,0.3,0,0
3418,13838,0.52,0.48,0,0
3419,13839,0.99,0.01,0,0
3420,1384,0.95,0.05,0,0
3421,13840,1.0,0.0,0,0
3422,13843,0.8,0.2,0,0
3423,13844,0.93,0.07,0,0
3424,13845,0.94,0.06,0,0
3425,13846,0.72,0.28,0,0
3426,13847,0.88,0.12,0,0
3427,13848,0.95,0.05,0,0
3428,1385,0.9,0.1,0,0
3429,13850,1.0,0.0,0,0
3430,13851,1.0,0.0,0,0
3431,13853,1.0,0.0,0,0
3432,13854,0.56,0.44,0,0
3433,13855,0.88,0.12,0,0
3434,13856,0.89,0.11,0,0
3435,13859,0.44,0.56,0,1
3436,1386,0.97,0.03,0,0
3437,13861,0.72,0.28,0,0
3438,13862,0.94,0.06,0,0
3439,13863,0.99,0.01,0,0
3440,13864,1.0,0.0,0,0
3441,13865,0.95,0.05,0,0
3442,13866,1.0,0.0,0,0
3443,13867,0.98,0.02,0,0
3444,13868,0.56,0.44,0,0
3445,13870,1.0,0.0,0,0
3446,13871,0.94,0.06,0,0
3447,13873,0.99,0.01,0,0
3448,13874,0.93,0.07,0,0
3449,13875,0.98,0.02,0,0
3450,13876,1.0,0.0,0,0
3451,13877,0.98,0.02,0,0
3452,13878,0.94,0.06,0,0
3453,13879,0.92,0.08,0,0
3454,13880,0.82,0.18,0,0
3455,13881,0.97,0.03,0,0
3456,13883,0.2,0.8,0,1
3457,13884,0.98,0.02,0,0
3458,13885,0.8,0.2,0,0
3459,13886,1.0,0.0,0,0
3460,13887,1.0,0.0,0,0
3461,13888,1.0,0.0,0,0
3462,13889,0.89,0.11,0,0
3463,1389,1.0,0.0,0,0
3464,13890,0.95,0.05,0,0
3465,13892,0.94,0.06,0,0
3466,13895,1.0,0.0,0,0
3467,13896,0.99,0.01,0,0
3468,13897,0.67,0.33,0,0
3469,13898,0.87,0.13,0,0
3470,13899,0.94,0.06,0,0
3471,139,0.86,0.14,0,0
3472,1390,0.13,0.87,0,1
3473,13900,1.0,0.0,0,0
3474,13901,0.56,0.44,0,0
3475,13902,0.51,0.49,0,0
3476,13903,0.16,0.84,0,1
3477,13904,0.98,0.02,0,0
3478,13905,1.0,0.0,0,0
3479,13906,0.94,0.06,0,0
3480,13908,0.81,0.19,0,0
3481,13909,0.97,0.03,0,0
3482,1391,1.0,0.0,0,0
3483,13910,0.79,0.21,0,0
3484,13911,0.98,0.02,0,0
3485,13912,0.76,0.24,0,0
3486,13913,0.98,0.02,0,0
3487,13914,0.97,0.03,0,0
3488,13915,0.6,0.4,0,0
3489,13916,0.97,0.03,0,0
3490,13917,0.91,0.09,0,0
3491,13918,0.31,0.69,0,1
